game_no,Home_team,Away_team,half_time_score,home_score,away_score,home_odds,draw_odds,away_odds,outcome,home_wins,draws_no,away_wins,game_count,game_id
1,NOT,BUR,2-0,2,1,2.06,3.75,3.4,1,1,0,1,2,259
2,NOT,WOL,1-0,2,0,2.45,3.65,2.8,1,1,1,0,2,260
3,NEW,CRY,0-0,1,1,1.69,4.15,4.7,x,3,2,0,5,241
4,SHU,NEW,0-3,0,3,2.25,3.45,3.2,2,1,0,3,4,246
5,NOT,BRE,1-2,1,2,2.6,3.55,2.65,2,1,0,1,2,261
6,NOT,CRY,0-0,0,0,2.55,3.75,2.6,x,0,1,0,1,262
7,MUN,BOU,0-1,2,3,1.38,5.25,7.5,2,1,0,1,2,216
8,NOT,SHU,0-1,0,2,2.03,3.7,3.5,2,1,0,1,2,250
9,NEW,CRY,1-0,2,1,1.69,4.15,4.7,1,3,2,0,5,241
10,NEW,EVE,0-1,0,1,1.76,3.9,4.5,2,1,0,2,3,237
1,MUN,MCI,2-1,2,4,2.3,4.05,2.75,2,0,2,1,3,210
2,NOT,BOU,0-0,0,0,1.99,3.75,3.6,x,1,1,0,2,256
3,NOT,MUN,1-0,1,0,3.7,4.2,1.86,1,1,0,2,3,263
4,MUN,BHA,2-1,3,1,2.04,3.95,3.3,1,1,0,1,2,205
5,MCI,WOL,0-0,0,0,1.48,4.7,6.25,x,1,1,0,2,228
6,SHU,BRE,0-0,2,1,2.85,3.35,2.55,1,1,0,1,2,251
7,NEW,CHE,3-1,3,1,2.18,3.8,3.1,1,1,0,0,1,264
8,SHU,ARS,1-2,2,2,4.35,3.95,1.78,x,0,1,0,1,265
9,NOT,WOL,1-1,2,2,2.45,3.65,2.8,x,1,1,0,2,260
10,TOT,BHA,1-2,2,2,2.18,3.75,3.15,x,1,1,0,2,266
1,NOT,CHE,0-1,0,3,3.75,4.0,1.9,2,1,0,3,4,245
2,NOT,BRE,0-0,3,0,2.6,3.55,2.65,1,1,0,1,2,261
3,NOT,FUL,2-0,3,0,2.23,3.75,3.0,1,2,0,0,2,235
4,TOT,CRY,0-1,1,1,1.71,4.15,4.5,x,0,2,0,2,267
5,NOT,LIV,1-2,1,2,3.55,4.25,1.88,2,0,1,1,2,268
6,SHU,MUN,0-0,0,0,4.05,4.05,1.81,x,0,1,2,3,226
7,NOT,AST,2-2,2,2,3.4,3.85,2.02,x,0,1,2,3,269
8,LUT,MCI,0-0,0,0,5.0,4.25,1.63,x,0,1,0,1,270
9,NEW,WHU,0-0,2,0,2.75,3.55,2.5,1,1,0,0,1,271
10,MCI,CHE,0-0,0,1,1.91,4.05,3.65,2,0,1,2,3,202
1,NOT,LIV,0-1,2,2,3.55,4.25,1.88,x,0,1,1,2,268
2,NOT,LUT,0-1,1,1,1.95,3.8,3.7,x,4,1,0,5,233
3,MUN,NEW,0-1,4,2,2.04,4.05,3.25,1,3,0,0,3,222
4,TOT,LUT,0-0,1,0,1.43,4.85,7.25,1,3,0,0,3,253
5,NEW,MUN,2-0,4,1,1.46,4.65,6.75,1,2,0,2,4,224
6,NOT,BHA,0-2,0,2,3.6,3.85,1.97,2,0,0,2,2,272
7,SHU,AST,0-0,1,1,3.75,3.7,1.96,x,1,3,2,6,273
8,LUT,BUR,0-0,4,0,2.35,3.45,3.05,1,1,0,1,2,249
9,LIV,BHA,0-1,0,2,2.07,4.0,3.15,2,0,0,2,2,100
10,MUN,BUR,1-1,3,2,1.41,5.0,7.0,1,3,0,0,3,188
1,NOT,LUT,0-0,2,0,1.95,3.8,3.7,1,4,1,0,5,233
2,TOT,NOT,0-1,1,1,1.48,4.8,6.0,x,1,1,1,3,274
3,MUN,TOT,3-0,5,1,1.98,4.1,3.35,1,2,0,0,2,275
4,NOT,CHE,1-0,1,0,3.75,4.0,1.9,1,1,0,3,4,245
5,TOT,BHA,1-1,2,1,2.18,3.75,3.15,1,1,1,0,2,266
6,SHU,AST,0-0,1,1,1.95,3.8,3.7,x,1,3,2,6,273
7,NEW,ARS,0-1,1,1,2.25,3.8,2.95,x,1,2,0,3,221
8,MUN,BUR,0-0,1,0,1.41,5.0,7.0,1,3,0,0,3,188
9,NEW,TOT,4-0,5,2,2.06,3.85,3.3,1,1,4,0,5,231
10,NOT,LUT,3-0,6,0,3.4,3.6,2.12,1,4,1,0,5,233
1,MUN,LIV,0-1,0,2,1.97,4.35,3.25,2,0,0,2,2,232
2,TOT,MCI,0-0,0,1,2.45,3.9,2.65,2,2,0,1,3,276
3,SHU,WHU,0-0,0,0,3.4,3.6,2.12,x,0,2,1,3,277
4,NEW,EVE,0-3,0,3,1.76,3.9,4.5,2,1,0,2,3,237
5,TOT,FUL,1-0,2,0,1.55,4.5,5.5,1,3,0,0,3,278
6,NOT,ARS,2-3,3,5,2.45,3.65,2.8,2,1,1,2,4,230
7,WHU,SHU,0-0,2,0,1.58,4.2,5.5,1,2,0,0,2,279
8,TOT,BUR,0-1,1,1,1.48,4.6,6.5,x,3,2,0,5,280
9,WHU,TOT,1-0,2,1,2.35,3.7,2.85,1,4,1,1,6,281
10,NOT,BUR,0-1,0,3,2.06,3.75,3.4,2,1,0,1,2,259
1,SHU,WOL,1-0,1,0,2.65,3.4,2.65,1,2,0,2,4,282
2,SHU,BOU,0-1,0,3,2.18,3.45,3.35,2,0,0,2,2,283
3,TOT,BOU,0-0,1,0,1.45,4.7,7.0,1,4,0,0,4,284
4,WHU,FUL,1-3,1,3,1.68,4.1,4.8,2,0,0,1,1,285
5,WHU,BUR,1-0,1,0,1.6,4.2,5.5,1,1,0,3,4,286
6,TOT,BUR,1-0,2,1,1.48,4.6,6.5,1,3,2,0,5,280
7,TOT,BRE,0-0,0,1,1.75,3.9,4.55,2,1,0,1,2,287
8,MCI,WHU,0-0,1,1,1.7,4.25,4.5,x,3,1,0,4,195
9,NEW,BUR,0-1,0,1,1.46,4.65,6.75,2,0,0,1,1,288
10,SHU,NOT,0-0,0,1,2.3,3.65,3.0,2,0,0,1,1,289
1,SHU,TOT,0-0,0,2,3.8,3.8,1.93,2,0,0,2,2,290
2,TOT,LIV,1-1,4,2,2.1,4.1,3.05,1,2,0,0,2,291
3,SHU,FUL,2-0,2,2,2.45,3.5,2.85,x,0,3,0,3,252
4,TOT,CHE,1-0,1,0,2.23,3.8,3.0,1,1,0,1,2,292
5,WHU,MUN,0-0,1,1,2.45,3.85,2.65,x,0,1,1,2,293
6,NOT,AST,1-1,1,2,1.6,4.35,5.25,2,0,1,2,3,269
7,NOT,BHA,0-1,0,1,3.6,3.85,1.97,2,0,0,2,2,272
8,TOT,NEW,0-0,0,0,2.17,3.8,3.1,x,0,2,0,2,294
9,SHU,WHU,0-2,0,3,3.4,3.6,2.12,2,0,2,1,3,277
10,TOT,WOL,0-0,2,1,1.43,4.75,7.25,1,1,0,0,1,295
1,SHU,MCI,0-0,1,3,4.7,4.15,1.69,2,0,0,2,2,296
2,TOT,FUL,0-0,2,0,1.55,4.5,5.5,1,3,0,0,3,278
3,SHU,AST,0-0,1,0,1.43,4.85,7.25,1,1,3,2,6,273
4,WHU,TOT,1-1,2,5,2.35,3.7,2.85,2,4,1,1,6,281
5,TOT,CRY,0-1,1,1,1.71,4.15,4.5,x,0,2,0,2,267
6,NEW,NOT,0-1,0,1,1.46,4.85,6.25,2,0,0,1,1,297
7,TOT,BOU,1-0,2,0,1.45,4.7,7.0,1,4,0,0,4,284
8,WHU,TOT,1-0,2,1,1.65,4.15,4.95,1,4,1,1,6,281
9,NOT,TOT,2-0,3,1,1.72,3.95,4.75,1,1,0,0,1,298
10,NEW,SHU,0-1,2,2,1.45,4.65,7.0,x,0,1,0,1,299
1,TOT,NOT,1-0,1,2,1.48,4.8,6.0,2,1,1,1,3,274
2,WHU,TOT,1-0,1,0,2.35,3.7,2.85,1,4,1,1,6,281
3,NOT,MUN,1-1,1,3,3.7,4.2,1.86,2,1,0,2,3,263
4,WHU,NOT,0-1,2,3,1.6,4.35,5.25,2,0,0,1,1,300
5,SHU,AST,0-1,1,1,3.75,3.7,1.96,x,1,3,2,6,273
6,WHU,BUR,0-1,1,6,1.6,4.2,5.5,2,1,0,3,4,286
7,WHU,ARS,0-1,0,1,2.6,3.75,2.55,2,0,0,2,2,301
8,WHU,TOT,1-0,1,1,2.35,3.7,2.85,x,4,1,1,6,281
9,SHU,AST,0-0,0,2,3.75,3.7,1.96,2,1,3,2,6,273
10,NEW,BOU,2-0,2,1,1.43,4.85,7.25,1,1,0,1,2,248
1,WHU,CRY,1-0,3,1,1.88,3.85,3.95,1,1,0,0,1,302
2,TOT,BOU,3-0,5,0,1.45,4.7,7.0,1,4,0,0,4,284
3,SHU,TOT,0-0,0,2,3.8,3.8,1.93,2,0,0,2,2,290
4,TOT,BRE,0-0,1,0,1.75,3.9,4.55,1,1,0,1,2,287
5,WHU,NEW,1-0,1,0,2.4,3.7,2.75,1,1,0,2,3,303
6,WHU,AST,0-2,0,2,2.35,3.65,2.9,2,0,0,1,1,304
7,SHU,WOL,1-0,1,0,2.65,3.4,2.65,1,2,0,2,4,282
8,TOT,NEW,1-1,1,1,2.17,3.8,3.1,x,0,2,0,2,294
9,TOT,LUT,1-2,3,2,1.43,4.85,7.25,1,3,0,0,3,253
10,SHU,NEW,0-2,0,3,3.95,3.8,1.89,2,1,0,3,4,246
1,MUN,BRE,1-0,1,1,1.65,4.2,4.9,x,1,1,0,2,247
2,SHU,BOU,0-0,1,2,2.18,3.45,3.35,2,0,0,2,2,283
3,WHU,EVE,0-0,1,0,1.96,3.65,3.8,1,1,0,1,2,305
4,NOT,ARS,0-0,0,0,3.95,4.1,1.82,x,1,1,2,4,230
5,NEW,BRE,0-1,1,1,1.72,3.95,4.75,x,2,2,0,4,229
6,SHU,AST,1-2,3,4,3.75,3.7,1.96,2,1,3,2,6,273
7,TOT,MUN,0-1,0,2,2.17,4.0,3.0,2,0,1,1,2,306
8,NOT,AST,1-1,1,2,3.4,3.85,2.02,2,0,1,2,3,269
9,TOT,EVE,1-3,2,3,2.4,3.7,2.75,2,0,0,1,1,307
10,SHU,LUT,2-0,3,0,2.13,3.5,3.45,1,2,0,0,2,225
1,SHU,FUL,0-0,1,1,2.45,3.5,2.85,x,0,3,0,3,252
2,WHU,EVE,0-2,1,2,1.96,3.65,3.8,2,1,0,1,2,305
3,WHU,NEW,0-1,1,3,2.4,3.7,2.75,2,1,0,2,3,303
4,TOT,WHU,0-1,0,1,1.95,3.85,3.65,2,1,0,1,2,308
5,WHU,TOT,1-0,1,0,2.13,3.5,3.45,1,4,1,1,6,281
6,LUT,NEW,1-2,1,2,4.2,3.85,1.82,2,0,0,1,1,309
7,WOL,WHU,0-2,1,3,2.7,3.55,2.55,2,0,0,1,1,310
8,WOL,TOT,1-0,6,0,3.0,3.65,2.3,1,1,1,1,3,311
9,WHU,NEW,0-1,0,1,2.4,3.7,2.75,2,1,0,2,3,303
10,WOL,BUR,1-0,2,3,1.91,3.65,4.0,2,0,1,4,5,312
1,WOL,BUR,0-0,0,1,1.91,3.65,4.0,2,0,1,4,5,312
2,WHU,LUT,0-1,0,1,1.53,4.35,6.0,2,0,0,1,1,313
3,WOL,BOU,0-0,2,1,1.85,3.7,4.25,1,3,0,0,3,314
4,WOL,TOT,0-2,0,3,3.0,3.65,2.3,2,1,1,1,3,311
5,WHU,SHU,0-0,3,0,1.58,4.2,5.5,1,2,0,0,2,279
6,WOL,FUL,3-1,3,1,2.04,3.65,3.55,1,1,0,0,1,315
7,WOL,BOU,1-0,1,0,1.85,3.7,4.25,1,3,0,0,3,314
8,WOL,BHA,0-0,0,2,3.1,3.55,2.25,2,0,0,2,2,316
9,WOL,EVE,1-0,2,1,2.45,3.4,2.95,1,2,0,0,2,317
10,WHU,BHA,0-0,0,1,2.45,3.6,2.8,2,0,0,1,1,318
1,WHU,CHE,1-2,1,4,2.5,3.65,2.7,2,0,0,1,1,319
2,WOL,NOT,1-0,2,0,1.93,3.8,3.75,1,2,0,1,3,320
3,WOL,LUT,1-2,2,3,1.82,3.75,4.35,2,1,0,1,2,321
4,TOT,BUR,0-1,1,1,1.48,4.6,6.5,x,3,2,0,5,280
5,WOL,LIV,0-1,0,2,2.45,3.85,2.65,2,1,0,4,5,322
6,TOT,MCI,1-0,2,1,1.85,3.7,4.25,1,2,0,1,3,276
7,WOL,BRE,0-0,1,0,2.35,3.4,3.05,1,1,1,0,2,323
8,WOL,BOU,1-0,4,0,3.0,3.6,2.3,1,3,0,0,3,314
9,WOL,AST,0-1,2,1,3.0,3.6,2.3,1,1,0,0,1,324
10,TOT,LIV,0-1,3,2,2.1,4.1,3.05,1,2,0,0,2,291
1,WOL,CHE,1-1,2,3,3.2,3.65,2.17,2,0,0,3,3,325
2,SHU,WHU,0-0,0,0,3.4,3.6,2.12,x,0,2,1,3,277
3,WOL,LIV,0-1,0,2,3.05,3.9,2.17,2,1,0,4,5,322
4,WOL,BUR,1-0,1,1,1.91,3.65,4.0,x,0,1,4,5,312
5,WHU,WOL,0-0,1,1,1.81,3.85,4.3,x,2,1,0,3,326
6,WOL,TOT,0-0,0,0,3.0,3.65,2.3,x,1,1,1,3,311
7,WOL,MUN,0-3,2,5,3.15,3.85,2.13,2,0,0,1,1,327
8,TOT,NOT,1-1,3,1,1.48,4.8,6.0,1,1,1,1,3,274
9,WOL,EVE,1-0,3,0,2.45,3.4,2.95,1,2,0,0,2,317
10,WHU,LIV,2-0,3,0,2.35,3.95,2.75,1,1,0,2,3,328
1,WHU,MUN,0-1,1,2,2.45,3.85,2.65,2,0,1,1,2,293
2,WOL,BUR,0-0,0,1,1.91,3.65,4.0,2,0,1,4,5,312
3,WOL,CHE,0-1,1,3,3.2,3.65,2.17,2,0,0,3,3,325
4,MUN,WOL,0-0,0,0,1.57,4.5,5.5,x,0,1,0,1,329
5,WHU,LIV,1-1,1,2,2.35,3.95,2.75,2,1,0,2,3,328
6,TOT,WHU,1-1,2,1,1.95,3.85,3.65,1,1,0,1,2,308
7,WHU,WOL,2-1,3,1,1.81,3.85,4.3,1,2,1,0,3,326
8,WOL,CRY,0-2,2,2,2.3,3.55,3.0,x,2,1,0,3,330
9,TOT,BUR,1-0,6,0,1.48,4.6,6.5,1,3,2,0,5,280
10,WOL,NEW,0-1,1,4,3.1,3.65,2.22,2,0,1,2,3,331
1,WOL,NEW,0-1,2,2,3.1,3.65,2.22,x,0,1,2,3,331
2,TOT,CHE,0-1,1,2,2.23,3.8,3.0,2,1,0,1,2,292
3,SHU,WOL,1-2,2,3,2.65,3.4,2.65,2,2,0,2,4,282
4,TOT,BUR,1-0,1,0,1.48,4.6,6.5,1,3,2,0,5,280
5,WOL,CHE,0-1,0,1,3.2,3.65,2.17,2,0,0,3,3,325
6,TOT,FUL,1-0,2,0,1.55,4.5,5.5,1,3,0,0,3,278
7,TOT,MUN,0-1,2,2,3.15,3.85,2.13,x,0,1,1,2,306
8,WHU,MCI,0-2,1,2,2.75,3.8,2.4,2,0,0,1,1,332
9,SHU,MUN,0-0,1,2,3.4,3.6,2.12,2,0,1,2,3,226
10,TOT,MCI,1-0,2,1,2.45,3.9,2.65,1,2,0,1,3,276
1,WHU,BUR,0-0,0,2,2.95,3.4,2.45,2,1,0,3,4,286
2,WOL,ARS,0-0,2,1,3.35,3.75,2.07,1,1,0,0,1,333
3,WOL,CRY,2-0,3,1,2.3,3.55,3.0,1,2,1,0,3,330
4,SHU,EVE,1-1,2,1,2.7,3.55,2.55,1,1,0,0,1,334
5,WOL,NOT,0-0,2,0,1.93,3.8,3.75,1,2,0,1,3,320
6,WHU,BUR,0-2,0,2,1.6,4.2,5.5,2,1,0,3,4,286
7,SHU,NEW,0-0,1,2,3.95,3.8,1.89,2,1,0,3,4,246
8,WOL,NEW,0-1,0,2,3.1,3.65,2.22,2,0,1,2,3,331
9,WOL,CRY,1-0,1,0,2.3,3.55,3.0,1,2,1,0,3,330
10,WOL,SHU,1-0,2,1,1.89,3.65,4.1,1,1,0,0,1,335
1,WHU,BOU,1-0,3,2,2.7,3.6,2.55,1,1,0,0,1,336
2,WHU,WOL,3-1,3,1,1.81,3.85,4.3,1,2,1,0,3,326
3,NOT,EVE,0-0,1,1,2.7,3.6,2.55,x,0,2,1,3,207
4,WOL,BRE,0-2,2,2,2.35,3.4,3.05,x,1,1,0,2,323
5,WOL,BHA,0-0,1,2,3.1,3.55,2.25,2,0,0,2,2,316
6,WHU,LIV,0-1,1,2,2.35,3.95,2.75,2,1,0,2,3,328
7,WOL,NOT,0-0,0,1,1.93,3.8,3.75,2,2,0,1,3,320
8,WOL,LIV,1-3,1,4,3.05,3.9,2.17,2,1,0,4,5,322
9,WOL,LIV,1-3,1,4,1.6,4.2,5.5,2,1,0,4,5,322
10,MUN,SHU,1-0,2,0,1.4,5.25,7.25,1,1,0,1,2,258
1,ARS,AST,0-0,2,1,1.93,4.00,3.60,1,1,0,1,2,19
2,EVE,BHA,1-1,1,2,1.48,4.70,6.25,2,1,0,1,2,178
3,FUL,CHE,1-2,1,3,2.60,3.45,2.70,2,0,0,2,2,183
4,LIV,BRE,3-0,5,2,1.41,4.85,7.50,1,1,0,0,1,337
5,LUT,WHU,0-0,1,2,2.75,3.65,2.45,2,0,0,4,4,179
6,NEW,CRY,4-0,5,1,1.79,3.75,4.55,1,3,2,0,5,241
7,NOT,MUN,0-1,0,2,4.00,4.10,1.81,2,1,0,2,3,263
8,SHU,MCI,1-4,4,8,1.40,5.25,7.00,2,0,0,2,2,296
9,TOT,BOU,1-0,1,0,2.12,4.00,3.10,1,4,0,0,4,284
10,WOL,BUR,0-1,0,4,1.82,3.75,4.35,2,0,1,4,5,312
1,ARS,TOT,1-1,1,2,1.93,4.00,3.60,2,1,0,2,3,44
2,BHA,NOT,1-0,2,0,1.48,4.70,6.25,1,1,1,1,3,4
3,BRE,WHU,0-0,0,2,2.60,3.45,2.70,2,0,1,2,3,65
4,CHE,BOU,1-0,1,1,1.41,4.85,7.50,x,1,1,0,2,97
5,CRY,AST,0-0,2,0,2.75,3.65,2.45,1,4,0,0,4,95
6,EVE,BUR,0-1,1,1,1.79,3.75,4.55,x,0,1,0,1,338
7,FUL,MCI,0-0,0,1,4.00,4.10,1.81,2,0,1,4,5,149
8,LIV,SHU,1-1,1,1,1.40,5.25,7.00,x,0,1,0,1,339
9,NEW,MUN,0-2,1,3,2.12,4.00,3.10,2,2,0,2,4,224
10,WOL,LUT,3-0,6,0,1.82,3.75,4.35,1,1,0,1,2,321
1,AST,NEW,1-0,2,0,1.93,4.00,3.60,1,1,0,0,1,340
2,BHA,LUT,2-0,2,1,1.48,4.70,6.25,1,2,1,0,3,23
3,BUR,NOT,0-0,6,1,2.60,3.45,2.70,1,1,0,0,1,341
4,CHE,CRY,1-0,2,2,1.41,4.85,7.50,x,1,1,0,2,144
5,EVE,BRE,0-1,2,2,2.75,3.65,2.45,x,0,2,0,2,176
6,FUL,WHU,0-1,1,2,1.79,3.75,4.55,2,0,0,2,2,166
7,LIV,BOU,0-1,0,1,4.00,4.10,1.81,2,2,0,2,4,136
8,MCI,ARS,1-0,1,0,1.40,5.25,7.00,1,5,0,1,6,190
9,MUN,TOT,1-0,3,1,2.12,4.00,3.10,1,2,0,0,2,275
10,SHU,WOL,0-1,0,1,1.82,3.75,4.35,2,2,0,2,4,282
1,ARS,LIV,2-2,5,4,1.91,4.25,3.5,1,1,1,0,2,29
2,AST,NOT,1-0,1,0,1.51,4.65,6.0,1,2,0,1,3,15
3,BHA,BRE,0-1,0,2,1.75,3.85,4.7,2,1,2,1,4,9
4,BOU,WHU,0-2,1,2,2.60,3.50,2.70,2,0,0,1,1,342
5,BUR,LUT,1-0,1,0,2.08,3.55,3.55,1,1,1,3,5,94
6,CHE,MUN,2-0,3,1,2.06,4.0,3.2,1,2,0,0,2,152
7,CRY,MCI,0-2,0,3,1.95,3.80,3.70,2,0,0,1,1,343
8,EVE,SHU,0-1,1,1,1.77,3.75,4.7,x,0,2,0,2,112
9,FUL,WOL,0-2,1,3,2.35,3.55,3.0,2,2,0,1,3,165
10,NEW,TOT,1-1,2,2,2.06,3.85,3.3,x,1,4,0,5,231
1,BOU,WOL,0-1,1,1,2.7,3.4,2.6,x,1,2,0,3,63
2,BRE,BUR,1-1,4,2,1.85,3.65,4.35,1,4,0,0,4,79
3,CHE,NEW,2-0,2,0,2.07,3.85,3.3,1,1,0,1,2,83
4,FUL,EVE,1-0,1,1,2.6,3.5,2.7,x,0,2,1,3,181
5,LIV,CRY,0-2,0,3,1.63,4.5,4.7,2,1,0,1,2,257
6,MCI,MUN,0-0,0,1,1.86,4.3,3.65,2,1,0,1,2,199
7,NOT,LUT,2-0,3,0,2.40,3.85,2.75,1,4,1,0,5,233
8,SHU,BHA,2-2,3,6,3.45,3.95,1.98,2,0,0,1,1,344
9,TOT,AST,1-0,2,1,2.25,3.45,3.20,1,1,0,0,1,345
10,WHU,ARS,2-3,3,7,2.6,3.75,2.55,2,0,0,2,2,301
1,AST,ARS,1-0,2,1,2.25,3.45,3.20,1,2,0,2,4,32
2,BOU,NOT,0-1,0,3,2.60,3.45,2.70,2,0,1,1,2,120
3,BRE,MCI,1-1,1,3,2.01,3.85,3.50,2,0,0,1,1,347
4,BUR,LUT,0-0,0,1,3.40,3.70,2.08,2,1,1,3,5,94
5,CHE,SHU,1-0,2,1,1.41,5.25,7.00,1,1,1,0,2,73
6,CRY,BHA,0-0,2,1,2.95,3.55,2.35,1,2,0,1,3,110
7,EVE,WHU,0-1,0,2,1.86,4.30,3.65,2,0,1,1,2,184
8,MUN,FUL,0-0,0,0,1.46,4.85,6.25,x,1,2,0,3,193
9,NEW,TOT,0-0,1,1,1.79,3.90,4.35,x,1,4,0,5,231
10,WOL,LIV,0-0,1,0,3.35,3.75,2.07,1,1,0,4,5,322
